Name,Macroarea,Family,Genus,WL,Index0,Index1,Index2,Index3,Index4,Index5,Index6,T,T_max,T_min,T_sd,T_diff,WL_trans,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,Index5_trans,Index6_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
Aghem Wum,Africa,NC,NC.WIDE_GRASSFIELDS,2.8286,9.459,35.0162,4.6667,3.11,1.639,1.9562,4.6752,20.2402,21.8836,18.4696,1.2726,3.4140,-1.8402,-1.0997,-0.9190,-0.8020,-0.8470,-1.1804,-0.3403,-0.8010,-0.5799,-0.8086,-0.2840,-0.2550,-0.1863
Aghu,Pacific,TNG,TNG.AWJU,3.6207,10.6549,39.225,4.9584,3.3115,1.7179,2.0509,4.9584,25.7313,26.6482,24.6415,0.8871,2.0066,-0.4874,0.3764,-0.0000,0.1582,0.0504,-0.0321,0.4708,0.1226,0.7094,0.2324,0.8643,-0.6884,-0.6752
Aghu 2,Pacific,TNG,TNG.AWJU,3.7727,10.9481,41.9693,5.0011,3.3892,1.6794,2.1216,5.0011,25.7313,26.6482,24.6415,0.8871,2.0066,-0.2597,0.7638,0.5814,0.3049,0.4084,-0.6127,1.0758,0.2681,0.7094,0.2324,0.8643,-0.6884,-0.6752
Aghu Tharrnggala,Australia,PN,PN.NORTHERN_PAMA-NYUNGAN,4.0312,10.7525,40.1205,5.3266,3.5849,1.8366,2.069,5.3817,25.4124,27.9449,22.7034,1.9215,5.2415,0.1088,0.5042,0.1912,1.4746,1.3394,2.0205,0.6257,1.6373,0.6173,0.5657,0.4534,0.2050,0.2073
Agi,Africa,CSu,CSu.MORU-MADI,3.4595,10.7407,41.2198,4.9421,3.3872,1.7214,2.0387,4.9658,24.9833,27.7468,23.0678,1.9094,4.6790,-0.7388,0.4887,0.4239,0.1026,0.3991,0.0226,0.3664,0.1477,0.4970,0.5133,0.5269,0.1982,0.1031
Agi Agei,Pacific,Tor,Tor.WEST_PALEI,5.5,11.0102,41.291,5.2321,3.5176,1.82,2.0319,5.2321,23.4799,23.7772,23.0669,0.4137,0.7103,1.8604,0.8471,0.4389,1.1255,1.0145,1.7083,0.3082,1.0834,0.1073,-0.4287,0.5267,-1.7088,-1.6341
Agi Woru,Pacific,Tor,Tor.WEST_PALEI,5.6364,10.8856,41.9728,5.1042,3.4585,1.796,2.0017,5.1042,23.4799,23.7772,23.0669,0.4137,0.7103,2.0002,0.6804,0.5822,0.6655,0.7333,1.2718,0.0495,0.6260,0.1073,-0.4287,0.5267,-1.7088,-1.6341
Agi Yolpa,Pacific,Tor,Tor.WEST_PALEI,5.6579,10.8758,40.2084,5.2286,3.4458,1.8223,1.9689,5.2286,23.4799,23.7772,23.0669,0.4137,0.7103,2.0219,0.6673,0.2099,1.1128,0.6734,1.7511,-0.2315,1.0707,0.1073,-0.4287,0.5267,-1.7088,-1.6341
Agni Anyin 2,Africa,NC,NC.TANO,4.1143,11.3367,45.2968,5.2134,3.51,1.7686,2.1187,5.2134,25.7199,28.0032,23.7124,1.4580,4.2909,0.2226,1.2926,1.2696,1.0574,0.9782,0.7944,1.0510,1.0156,0.7061,0.5812,0.6611,-0.0991,0.0237
Agni Indenie,Africa,NC,NC.TANO,3.4583,11.6078,47.0063,5.3661,3.6119,1.7915,2.1654,5.3661,25.8240,28.0713,23.8423,1.4473,4.2291,-0.7408,1.6719,1.6165,1.6228,1.4711,1.1919,1.4503,1.5786,0.7366,0.5993,0.6888,-0.1075,0.0103
Agni Indenie 2,Africa,NC,NC.TANO,3.7611,11.1807,44.7663,5.1726,3.4691,1.7508,2.1138,5.1726,25.8240,28.0713,23.8423,1.4473,4.2291,-0.2768,1.0782,1.1610,0.9097,0.7835,0.4960,1.0090,0.8688,0.7366,0.5993,0.6888,-0.1075,0.0103
Agob Dabu,Pacific,Ya,Ya.PAHOTURI,4.4559,10.3332,39.4167,4.7514,3.2625,1.7408,1.9489,4.7514,25.9861,27.6068,24.1564,1.2792,3.4504,0.6691,-0.0371,0.0410,-0.5307,-0.1719,0.3323,-0.4029,-0.5595,0.7847,0.4767,0.7567,-0.2490,-0.1766
Agoi,Africa,NC,NC.UPPER_CROSS,4.2308,9.6674,35.4607,4.4874,3.0934,1.6823,1.9205,4.4874,25.6076,26.8281,24.5417,0.9782,2.2864,0.3786,-0.8545,-0.8203,-1.3565,-0.9189,-0.5703,-0.6464,-1.3746,0.6734,0.2773,0.8419,-0.5680,-0.5550
Agra Gujari,Eurasia,IE,IE.INDIC,3.2647,9.3279,36.1691,4.5451,3.0784,1.6691,1.8819,4.5451,26.8871,36.1120,16.3534,6.4970,19.7586,-1.0576,-1.2514,-0.6638,-1.1810,-0.9837,-0.7614,-0.9775,-1.2016,1.0633,3.1901,-0.5806,1.3716,1.4207
Agta,Pacific,An,An.GREATER_CENTRAL_PHILIPPINE,4.8333,9.8463,35.6434,4.5592,3.1586,1.6748,1.9506,4.5592,26.0464,28.1576,23.0515,1.8550,5.1061,1.1270,-0.6400,-0.7798,-1.1377,-0.6347,-0.6794,-0.3883,-1.1589,0.8027,0.6224,0.5235,0.1670,0.1833
Aguacatec,NorthAmerica,May,May.MAYAN,3.375,8.1431,29.9365,4.051,2.7549,1.5302,1.7718,4.051,8.4493,10.2094,6.2542,1.4365,3.9552,-0.8750,-2.5303,-2.0794,-2.5941,-2.3181,-2.5132,-1.9228,-2.5900,-1.8224,-2.2648,-1.4973,-0.1160,-0.0511
Aguacateco Aguacatan,NorthAmerica,May,May.MAYAN,3.025,8.1684,30.3217,4.0054,2.7281,1.5194,1.7775,4.0054,8.4493,10.2094,6.2542,1.4365,3.9552,-1.4748,-2.5047,-1.9892,-2.7144,-2.4233,-2.6309,-1.8738,-2.7077,-1.8224,-2.2648,-1.4973,-0.1160,-0.0511
Aguaruna,SouthAmerica,Jiv,Jiv.JIVAROAN,4.0513,10.6971,41.052,5.0697,3.4034,1.7246,2.0938,5.0697,25.0450,26.1567,24.1713,1.0239,1.9854,0.1365,0.4315,0.3885,0.5438,0.4746,0.0730,0.8380,0.5052,0.5141,0.1118,0.7600,-0.5126,-0.6850
Aguaruna 2,SouthAmerica,Jiv,Jiv.JIVAROAN,4.1176,10.2575,39.0153,4.9147,3.3393,1.6964,2.0679,4.9147,25.0450,26.1567,24.1713,1.0239,1.9854,0.2271,-0.1326,-0.0450,0.0097,0.1778,-0.3612,0.6163,-0.0246,0.5141,0.1118,0.7600,-0.5126,-0.6850
Agul,Eurasia,NDa,NDa.LEZGIC,3.3684,9.1788,34.2708,4.5055,2.9125,1.5934,1.7939,4.5055,4.0231,14.6786,-6.0796,7.7526,20.7582,-0.8858,-1.4214,-1.0856,-1.3017,-1.6827,-1.7725,-1.7329,-1.3207,-1.9756,-1.8754,-1.9195,1.5195,1.4657
Agwagwune 4,Africa,NC,NC.UPPER_CROSS,4.3519,10.9494,40.8722,5.0581,3.3696,1.7709,2.0442,5.0581,25.5360,26.7303,24.4767,0.9682,2.2537,0.5366,0.7655,0.3506,0.5031,0.3175,0.8337,0.4135,0.4648,0.6527,0.2529,0.8274,-0.5806,-0.5683
Agwagwune 5,Africa,NC,NC.UPPER_CROSS,3.641,11.0167,40.7008,5.0515,3.4166,1.7539,2.0814,5.0515,25.6752,26.8684,24.6189,0.9681,2.2495,-0.4565,0.8558,0.3143,0.4800,0.5363,0.5473,0.7319,0.4419,0.6930,0.2875,0.8592,-0.5808,-0.5700
Ahante,Africa,NC,NC.TANO,4.5625,11.9513,41.8035,5.6438,3.7809,1.8581,2.1946,5.6511,25.4555,26.6779,23.4417,1.2027,3.2362,0.8020,2.1647,0.5467,2.7035,2.3132,2.4377,1.6998,2.6866,0.6296,0.2398,0.6041,-0.3209,-0.2355
Aheave,Pacific,Ele,Ele.ELEMAN,4.9125,12.1108,52.9883,5.5044,3.7635,1.7964,2.2293,5.5044,25.9540,26.8969,24.7618,0.9601,2.1351,1.2188,2.3982,2.7986,2.1525,2.2251,1.2789,1.9963,2.1069,0.7751,0.2946,0.8915,-0.5908,-0.6181
Ahlo,Africa,NC,NC.KA-TOGO,3.625,11.6454,42.449,5.3433,3.7072,1.7911,2.2134,5.3433,26.2810,28.0849,24.3113,1.3547,3.7736,-0.4809,1.7252,0.6817,1.5371,1.9422,1.1848,1.8604,1.4932,0.8737,0.6030,0.7907,-0.1829,-0.0943
Ahom,Eurasia,TK,TK.KAM-TAI,2.8704,9.7269,37.3241,4.6235,3.1389,1.733,1.8642,4.6235,25.4533,29.8526,18.2095,4.2040,11.6431,-1.7605,-0.7836,-0.4108,-0.9381,-0.7210,0.2065,-1.1293,-0.9620,0.6290,1.0964,-0.3228,0.9854,0.9379
Ahtna,NorthAmerica,NDe,NDe.ATHAPASKAN,2.875,9.3679,34.66,4.4892,2.9667,1.6358,1.8367,4.4892,-0.3834,11.7382,-10.4690,8.5056,22.2072,-1.7518,-1.2053,-0.9985,-1.3510,-1.4577,-1.2236,-1.3654,-1.3693,-2.0447,-2.1529,-1.9743,1.5951,1.5272
Aihui Manchu,Eurasia,Alt,Alt.TUNGUSIC,4.2353,10.2706,37.2435,4.8864,3.1887,1.6587,1.9948,4.8938,1.1301,22.0556,-22.6976,15.8557,44.7531,0.3846,-0.1161,-0.4283,-0.0855,-0.5018,-0.9087,-0.0096,-0.0943,-2.0277,-0.7759,-2.0224,2.0699,2.1647
Aikana,SouthAmerica,Aik,Aik.AIKANA,3.9487,10.9759,41.9137,5.1952,3.4562,1.7138,2.1214,5.2144,24.7265,27.0476,23.1080,1.5273,3.9396,-0.0064,0.8010,0.5698,0.9913,0.7225,-0.0958,1.0740,1.0192,0.4270,0.3327,0.5351,-0.0469,-0.0548
Aiklep,Pacific,An,An.OCEANIC,4.8846,10.0145,35.4495,4.7332,3.2647,1.7188,1.9922,4.7332,26.1964,26.8389,25.1898,0.7389,1.6491,1.1866,-0.4348,-0.8228,-0.5895,-0.1620,-0.0181,-0.0319,-0.6176,0.8479,0.2800,0.9898,-0.9197,-0.8561
Aiku,Pacific,Tor,Tor.YANGUM-AMBRAK,5.0,10.6371,39.2768,5.1121,3.4683,1.8072,1.9912,5.1121,25.4813,25.7593,25.0250,0.4594,0.7343,1.3187,0.3532,0.0111,0.6935,0.7797,1.4734,-0.0404,0.6539,0.6370,0.0166,0.9517,-1.5597,-1.6034
Aimele,Pacific,TNG,TNG.BOSAVI,4.0571,10.7655,37.8662,4.907,3.3838,1.6873,2.0849,4.907,25.3568,26.5979,24.0913,1.0272,2.5066,0.1445,0.5214,-0.2929,-0.0163,0.3833,-0.4968,0.7618,-0.0503,0.6014,0.2199,0.7425,-0.5087,-0.4704
Ainu Asahikawa,Eurasia,Ain,Ain.AINU,3.85,9.7505,38.9786,4.716,3.2011,1.6962,1.9348,4.716,6.9621,21.2423,-6.4525,9.8993,27.6948,-0.1471,-0.7553,-0.0529,-0.6448,-0.4468,-0.3642,-0.5238,-0.6723,-1.8861,-0.9275,-1.9254,1.7160,1.7283
Ainu Bihoro,Eurasia,Ain,Ain.AINU,3.875,9.8826,39.5384,4.7857,3.2402,1.7023,1.9389,4.7857,6.8951,20.3680,-6.0243,9.2946,26.3923,-0.1112,-0.5960,0.0671,-0.4190,-0.2723,-0.2721,-0.4886,-0.4491,-1.8886,-1.0817,-1.9186,1.6662,1.6844
Ainu Hiratori,Eurasia,Ain,Ain.AINU,4.1,9.6983,38.865,4.6983,3.189,1.6842,1.9404,4.6983,7.7363,20.5339,-4.1431,8.6675,24.6770,0.2032,-0.8177,-0.0773,-0.7015,-0.5005,-0.5424,-0.4758,-0.7283,-1.8547,-1.0532,-1.8838,1.6103,1.6232
Ainu Horobetsu,Eurasia,Ain,Ain.AINU,4.2,9.6588,38.4883,4.6812,3.1827,1.6846,1.9362,4.6812,7.8172,20.5432,-3.7380,8.5111,24.2811,0.3377,-0.8647,-0.1584,-0.7560,-0.5284,-0.5366,-0.5118,-0.7822,-1.8512,-1.0515,-1.8753,1.5956,1.6085
Ainu Kushiro,Eurasia,Ain,Ain.AINU,3.825,9.6489,38.4207,4.6837,3.1852,1.6831,1.9323,4.6837,6.8745,19.1779,-4.8999,8.3644,24.0778,-0.1833,-0.8765,-0.1730,-0.7480,-0.5173,-0.5586,-0.5452,-0.7743,-1.8894,-1.2774,-1.8987,1.5815,1.6008
Ainu Maoka,Eurasia,Ain,Ain.AINU,4.0,10.2171,40.4149,4.9692,3.2854,1.7133,1.975,4.9692,4.1571,17.7360,-8.8530,9.3456,26.5890,0.0655,-0.1834,0.2537,0.1952,-0.0683,-0.1036,-0.1792,0.1593,-1.9724,-1.4930,-1.9577,1.6705,1.6912
Ainu Nairo,Eurasia,Ain,Ain.AINU,4.2125,9.5835,38.2634,4.6584,3.187,1.666,1.9733,4.6584,6.0956,18.5870,-5.0922,8.2753,23.6793,0.3544,-0.9538,-0.2069,-0.8283,-0.5094,-0.8056,-0.1938,-0.8536,-1.9171,-1.3686,-1.9023,1.5728,1.5856
Ainu Nayoro,Eurasia,Ain,Ain.AINU,3.7625,9.8855,39.7145,4.7684,3.238,1.7039,1.9461,4.7684,6.4505,20.5514,-6.8040,9.7538,27.3554,-0.2747,-0.5924,0.1047,-0.4755,-0.2821,-0.2478,-0.4269,-0.5049,-1.9049,-1.0501,-1.9308,1.7044,1.7171
Ainu Niikappu,Eurasia,Ain,Ain.AINU,4.175,9.5608,38.1212,4.6524,3.1611,1.6688,1.932,4.6524,8.2940,20.7378,-3.1412,8.3868,23.8790,0.3044,-0.9806,-0.2377,-0.8472,-0.6237,-0.7657,-0.5478,-0.8723,-1.8297,-1.0176,-1.8620,1.5837,1.5933
Ainu Nukkibetsu,Eurasia,Ain,Ain.AINU,4.175,9.6411,38.6843,4.6763,3.1763,1.6768,1.9368,4.6763,7.1824,20.3075,-5.1033,8.9480,25.4108,0.3044,-0.8857,-0.1161,-0.7716,-0.5567,-0.6505,-0.5066,-0.7976,-1.8775,-1.0921,-1.9025,1.6359,1.6499
Ainu Obihiro,Eurasia,Ain,Ain.AINU,4.05,9.8318,39.3221,4.7507,3.2252,1.7015,1.9439,4.7507,7.4347,21.0169,-5.6048,9.3912,26.6217,0.1347,-0.6575,0.0208,-0.5329,-0.3394,-0.2843,-0.4458,-0.5617,-1.8673,-0.9681,-1.9115,1.6744,1.6923
Ainu Ochiho,Eurasia,Ain,Ain.AINU,4.2375,10.213,40.1484,4.9738,3.2854,1.7139,1.977,4.9738,3.5603,17.3336,-9.8062,9.5639,27.1398,0.3875,-0.1885,0.1971,0.2109,-0.0683,-0.0943,-0.1621,0.1749,-1.9860,-1.5491,-1.9680,1.6888,1.7098
Ainu Oshamambe,Eurasia,Ain,Ain.AINU,4.375,9.5871,37.9725,4.6616,3.1708,1.6779,1.9339,4.6616,8.1090,21.1769,-3.7099,8.7394,24.8868,0.5663,-0.9496,-0.2699,-0.8182,-0.5809,-0.6345,-0.5315,-0.8436,-1.8382,-0.9393,-1.8747,1.6169,1.6309
Ainu Raichishka,Eurasia,Ain,Ain.AINU,4.45,10.2893,41.1012,4.9984,3.304,1.7132,1.9856,4.9984,2.3332,16.8863,-12.4793,10.3303,29.3656,0.6617,-0.0926,0.3989,0.2956,0.0162,-0.1051,-0.0884,0.2588,-2.0096,-1.6093,-1.9903,1.7493,1.7816
Ainu Samani,Eurasia,Ain,Ain.AINU,4.2,9.7802,38.8405,4.7381,3.2109,1.6954,1.9401,4.7381,7.7753,19.6820,-3.1760,7.9804,22.8580,0.3377,-0.7197,-0.0825,-0.5737,-0.4032,-0.3762,-0.4783,-0.6020,-1.8530,-1.1965,-1.8628,1.5432,1.5535
Ainu Saru,Eurasia,Ain,Ain.AINU,4.2105,9.8535,38.5438,4.7832,3.2357,1.6822,1.9871,4.7832,8.0484,20.7405,-3.6872,8.5725,24.4277,0.3517,-0.6312,-0.1464,-0.4272,-0.2924,-0.5718,-0.0756,-0.4572,-1.8409,-1.0171,-1.8742,1.6014,1.6140
Ainu Shiraura,Eurasia,Ain,Ain.AINU,4.2375,10.3109,40.9613,5.0148,3.3084,1.7221,1.9799,5.0148,2.8210,16.6871,-10.7536,9.6161,27.4407,0.3875,-0.0653,0.3694,0.3523,0.0363,0.0336,-0.1372,0.3151,-2.0009,-1.6354,-1.9769,1.6931,1.7199
Ainu Soya,Eurasia,Ain,Ain.AINU,4.275,9.9707,40.7962,4.7986,3.263,1.6987,1.9594,4.7986,5.8431,18.5425,-5.6488,8.4942,24.1912,0.4368,-0.4886,0.3345,-0.3768,-0.1697,-0.3266,-0.3129,-0.4073,-1.9253,-1.3753,-1.9122,1.5940,1.6051
Ainu Tarantomari,Eurasia,Ain,Ain.AINU,4.1875,10.1803,40.8939,4.8928,3.3317,1.7264,1.9985,4.8928,4.1012,17.4560,-8.5675,9.1304,26.0236,0.3211,-0.2294,0.3552,-0.0641,0.1429,0.1015,0.0221,-0.0977,-1.9737,-1.5322,-1.9544,1.6520,1.6716
Ainu Yakumo,Eurasia,Ain,Ain.AINU,4.25,9.7396,38.9983,4.7137,3.2036,1.6913,1.9429,4.7137,8.6820,21.6258,-3.0429,8.6364,24.6687,0.4039,-0.7684,-0.0486,-0.6522,-0.4357,-0.4374,-0.4543,-0.6796,-1.8111,-0.8570,-1.8597,1.6074,1.6229
Aiome,Pacific,RLS,RLS.AIAN,4.3553,10.3006,38.6715,4.9549,3.2837,1.7587,1.9738,4.9549,26.4860,26.7945,26.1734,0.4784,0.6210,0.5410,-0.0783,-0.1189,0.1463,-0.0760,0.6273,-0.1895,0.1108,0.9368,0.2689,1.2258,-1.5030,-1.7584
Airoran,Pacific,TKw,TKw.KWERBA,5.4444,10.0082,37.8198,4.7991,3.2515,1.6961,1.9876,4.7991,26.3389,26.6149,26.0420,0.3744,0.5729,1.8024,-0.4426,-0.3030,-0.3752,-0.2215,-0.3657,-0.0713,-0.4057,0.8914,0.2241,1.1935,-1.8537,-1.8332
Aishuo Wa,Eurasia,AuA,AuA.PALAUNGIC,3.6613,9.1452,34.2668,4.4209,2.9366,1.6171,1.8545,4.472,20.6173,24.0341,15.1619,3.1896,8.8722,-0.4257,-1.4593,-1.0865,-1.5553,-1.5831,-1.4710,-1.2126,-1.4203,-0.5098,-0.3737,-0.7290,0.7233,0.6894
Aizi,Africa,NC,NC.KRU,3.2143,10.4651,35.8928,4.9352,3.2636,1.7376,1.9236,4.9352,25.9221,27.0740,23.9419,1.1684,3.1321,-1.1429,0.1310,-0.7247,0.0792,-0.1670,0.2805,-0.6198,0.0443,0.7656,0.3394,0.7102,-0.3549,-0.2655
Aizi Tiagbamrin,Africa,NC,NC.KRU,3.0517,10.4619,35.369,4.9592,3.273,1.7483,1.923,4.9592,25.8920,27.0466,23.9221,1.1661,3.1244,-1.4269,0.1269,-0.8406,0.1609,-0.1245,0.4548,-0.6250,0.1253,0.7567,0.3325,0.7059,-0.3572,-0.2678
Aja,Africa,CSu,CSu.KRESH,4.125,10.4051,38.815,4.844,3.3342,1.7145,2.0372,4.844,25.2267,28.5421,23.1383,1.9860,5.4037,0.2371,0.0543,-0.0880,-0.2270,0.1543,-0.0850,0.3535,-0.2591,0.5647,0.7266,0.5413,0.2403,0.2352
Aja Gbe,Africa,NC,NC.GBE,3.7407,11.3629,46.3699,5.0792,3.5401,1.681,2.228,5.0792,25.6151,27.2616,23.6726,1.2978,3.5890,-0.3069,1.3289,1.4879,0.5772,1.1226,-0.5893,1.9852,0.5384,0.6756,0.3873,0.6526,-0.2322,-0.1404
Ajagbe,Africa,NC,NC.GBE,3.25,11.3277,44.1937,5.228,3.517,1.7388,2.1639,5.228,25.7276,27.4169,23.8127,1.3063,3.6042,-1.0823,1.2801,1.0434,1.1106,1.0117,0.2999,1.4374,1.0685,0.7083,0.4273,0.6825,-0.2247,-0.1365
Ajie,Pacific,An,An.OCEANIC,3.5875,11.4751,48.5627,5.1674,3.5878,1.7794,2.1069,5.1674,21.2765,24.0495,18.3300,2.0763,5.7195,-0.5383,1.4852,1.9287,0.8910,1.3535,0.9800,0.9500,0.8502,-0.3811,-0.3704,-0.3049,0.2875,0.2873
Ajyininka Apurucayali,SouthAmerica,Arw,Arw.PRE-ANDINE_ARAWAKAN,4.3056,10.6196,40.5289,5.0286,3.4089,1.7541,2.0549,5.0286,24.1783,26.1839,23.0878,1.3237,3.0961,0.4767,0.3304,0.2779,0.4002,0.5003,0.5506,0.5051,0.3626,0.2823,0.1184,0.5310,-0.2095,-0.2762
Ak,Pacific,Sep,Sep.YELLOW_RIVER,3.7639,10.1016,35.7545,4.9354,3.3036,1.7789,1.9473,4.9354,25.3343,25.6280,24.8600,0.4612,0.7680,-0.2726,-0.3273,-0.7553,0.0799,0.0144,0.9713,-0.4166,0.0450,0.5951,-0.0145,0.9138,-1.5543,-1.5619
Aka,Africa,ESu,ESu.EASTERN_JEBEL,4.1591,10.7073,38.952,5.0273,3.4343,1.7175,2.0922,5.0273,26.8332,30.9562,24.0582,2.3372,6.8980,0.2831,0.4449,-0.0586,0.3956,0.6193,-0.0383,0.8243,0.3581,1.0461,1.4258,0.7354,0.4112,0.4590
Aka Bea,Eurasia,GA,GA.GREAT_ANDAMANESE,4.9306,10.3346,38.6225,4.6323,3.2804,1.6673,2.0087,4.6323,26.9890,28.1967,25.7963,0.8149,2.4005,1.2396,-0.0353,-0.1295,-0.9105,-0.0910,-0.7871,0.1095,-0.9348,1.0960,0.6329,1.1337,-0.7947,-0.5102
Aka Bo,Eurasia,GA,GA.GREAT_ANDAMANESE,5.2286,10.6126,39.4309,4.9232,3.422,1.7357,2.0456,4.9232,26.7209,28.1707,25.0952,0.9882,3.0755,1.5723,0.3213,0.0441,0.0385,0.5616,0.2499,0.4254,0.0039,1.0104,0.6260,0.9679,-0.5557,-0.2823
Aka Cari,Eurasia,GA,GA.GREAT_ANDAMANESE,5.1389,10.2944,36.4737,4.9664,3.4559,1.7413,2.071,4.9664,26.8225,28.3055,25.1460,1.0190,3.1596,1.4741,-0.0861,-0.5968,0.1856,0.7210,0.3404,0.6429,0.1498,1.0426,0.6623,0.9796,-0.5184,-0.2575
Aka Kede,Eurasia,GA,GA.GREAT_ANDAMANESE,5.1622,10.7046,40.3838,5.0171,3.4924,1.7488,2.082,5.0171,26.8755,28.1940,25.4062,0.9164,2.7878,1.4997,0.4414,0.2471,0.3602,0.8942,0.4630,0.7370,0.3230,1.0595,0.6322,1.0405,-0.6482,-0.3726
Aka Kol,Eurasia,GA,GA.GREAT_ANDAMANESE,3.8286,9.6915,37.0123,4.5906,3.2386,1.6716,1.9841,4.5906,26.9631,28.3434,25.5867,0.8949,2.7566,-0.1781,-0.8258,-0.4788,-1.0406,-0.2794,-0.7255,-0.1013,-1.0632,1.0877,0.6725,1.0834,-0.6776,-0.3829
Aka Kora,Eurasia,GA,GA.GREAT_ANDAMANESE,5.027,10.9065,43.0399,5.0153,3.5096,1.7528,2.0903,5.0153,27.0420,28.3660,25.7540,0.8605,2.6120,1.3492,0.7082,0.8048,0.3540,0.9762,0.5291,0.8080,0.3168,1.1131,0.6786,1.1235,-0.7264,-0.4325
Akaha,Africa,Ijo,Ijo.IJOID,4.1622,11.8409,43.9878,5.4001,3.7466,1.8021,2.2284,5.4745,25.5826,26.7437,24.2506,0.9675,2.4931,0.2872,2.0048,1.0010,1.7515,2.1398,1.3811,1.9886,1.9912,0.6661,0.2562,0.7774,-0.5815,-0.4754
Akajima Okinawan,Eurasia,Jap,Jap.JAPANESE,3.5128,10.2596,36.1537,5.0393,3.3005,1.7378,2.0135,5.0393,22.4739,27.8390,16.8180,4.0997,11.0209,-0.6545,-0.1300,-0.6672,0.4374,0.0003,0.2837,0.1506,0.3996,-0.1273,0.5376,-0.5192,0.9622,0.8878
Akan Asante,Africa,NC,NC.TANO,4.6852,11.6568,47.0501,5.2912,3.6299,1.7377,2.2377,5.2912,25.5246,27.5463,23.6104,1.3760,3.9359,0.9514,1.7413,1.6253,1.3429,1.5593,0.2821,2.0680,1.2998,0.6494,0.4609,0.6395,-0.1650,-0.0556
Akar Bale,Eurasia,GA,GA.GREAT_ANDAMANESE,4.1944,10.1968,39.7065,4.6704,3.2685,1.6833,1.9861,4.6704,26.6669,28.0021,25.2133,0.9173,2.7889,0.3303,-0.2088,0.1030,-0.7903,-0.1448,-0.5557,-0.0841,-0.8161,0.9934,0.5809,0.9953,-0.6469,-0.3722
Akara,Australia,PN,PN.CENTRAL_PAMA-NYUNGAN,4.3077,11.8205,50.3205,5.4808,3.7538,1.8635,2.1346,5.5442,23.4576,31.3693,14.3155,6.1840,17.0537,0.4794,1.9754,2.2773,2.0609,2.1761,2.5448,1.1869,2.2622,0.1019,1.5534,-0.8268,1.3294,1.2864
Akaselem,Africa,NC,NC.OTI-VOLTA,4.5,10.3626,37.2324,4.8009,3.2699,1.7156,2.0014,4.8009,26.0316,28.2418,24.1554,1.4429,4.0864,0.7244,0.0002,-0.4308,-0.3692,-0.1385,-0.0679,0.0469,-0.3998,0.7983,0.6451,0.7565,-0.1109,-0.0212
Akawaio,SouthAmerica,Car,Car.CARIBAN,4.1071,10.9578,43.4535,5.2031,3.5527,1.7931,2.1261,5.2031,25.1737,25.8740,24.4887,0.8716,1.3853,0.2128,0.7768,0.8906,1.0200,1.1833,1.2202,1.1142,0.9784,0.5499,0.0438,0.8301,-0.7104,-1.0168
Akawaio 2,SouthAmerica,Car,Car.CARIBAN,4.25,10.9581,44.7568,5.183,3.5359,1.7943,2.1094,5.183,25.1737,25.8740,24.4887,0.8716,1.3853,0.4039,0.7772,1.1591,0.9472,1.1024,1.2415,0.9714,0.9061,0.5499,0.0438,0.8301,-0.7104,-1.0168
Ake,Africa,NC,NC.BENUE-CONGO_PLATEAU,3.2308,11.7076,45.5037,5.3487,3.687,1.7721,2.2228,5.4321,26.8141,29.2649,24.8429,1.6535,4.4220,-1.1148,1.8137,1.3118,1.5574,1.8415,0.8542,1.9407,1.8285,1.0399,0.9277,0.9099,0.0414,0.0513
Akebu,Africa,NC,NC.KA-TOGO,3.0455,10.6561,37.023,5.0035,3.3798,1.7794,2.0204,5.0035,23.3573,24.9614,21.6229,1.2275,3.3385,-1.4380,0.3780,-0.4765,0.3132,0.3648,0.9800,0.2097,0.2763,0.0776,-0.1686,0.2453,-0.2969,-0.2069
Akei,Pacific,An,An.OCEANIC,4.6579,11.4828,47.5364,5.3798,3.6514,1.7975,2.1891,5.3798,24.9489,26.2977,23.2736,1.2090,3.0241,0.9185,1.4959,1.7232,1.6745,1.6651,1.2986,1.6528,1.6302,0.4875,0.1461,0.5691,-0.3147,-0.2978
Akei Penantsiro,Pacific,An,An.OCEANIC,4.4737,11.5373,46.9969,5.4238,3.6853,1.8021,2.1928,5.4238,25.7251,27.1198,24.0194,1.2332,3.1004,0.6915,1.5724,1.6146,1.8418,1.8331,1.3811,1.6844,1.7969,0.7076,0.3511,0.7269,-0.2915,-0.2749
Akei Tasiriki,Pacific,An,An.OCEANIC,4.2353,11.2849,46.9966,5.3001,3.5924,1.7853,2.1459,5.3148,25.7251,27.1198,24.0194,1.2332,3.1004,0.3846,1.2211,1.6146,1.3759,1.3759,1.0828,1.2836,1.3871,0.7076,0.3511,0.7269,-0.2915,-0.2749
Akha,Eurasia,ST,ST.BURMESE-LOLO,3.4474,9.6974,39.3612,4.5706,3.0491,1.6434,1.9123,4.5904,20.1744,23.6100,14.7542,3.1263,8.8558,-0.7581,-0.8188,0.0292,-1.1026,-1.1094,-1.1205,-0.7167,-1.0638,-0.5919,-0.4640,-0.7769,0.7038,0.6877
